EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
555454,MARICOPA CO.,MOBILE,01/31/2015,600,Flood,,,0,0,0,0,AZ,MST-7,,92694,C,13,PSR,0,0,Department of Highways,Heavy Rain,,,3,SSW,4,ESE,MOBILE,01/31/2015,1000,33.011,-112.3009,33.0392,-112.2102,"A wet and slow moving Pacific low pressure system slowly moved east across Arizona during late January, and brought scattered to numerous showers to Maricopa county during the morning hours on January 31st. Rainfall was locally heavy at times, and caused isolated instances of flooding between Gila Bend and the greater Phoenix area. According to the Arizona Department of Highways, Highway 238 had to be closed at 0645MST due to flooding. The flooding also led to the issuance of an Urban and Small Stream Advisory for south central Maricopa County which began at 0652MST and expired at 0945MST. No accidents or injuries were reported due to the flooding.","A wet and slow moving upper level Pacific low pressure system continued to move east  and across Arizona late in the month of January, and resulted in scattered to numerous showers across the central deserts during the morning hours on January 31st. Rain was locally heavy at times and caused isolated instances of flooding between Gila Bend and the greater Phoenix metropolitan area. The heavy rain led to the closure of Highway 238 east of Gila Bend during the morning hours on the 31st. No accidents or injuries were reported due to the flooding.",16
646476,MARICOPA CO.,MOBILE,07/30/2016,30,Flood,,,0,0,50000,0,AZ,MST-7,,107894,C,13,PSR,0,0,Department of Highways,Heavy Rain,,,4,SSE,3,SSW,BOSQUE,07/30/2016,1000,32.9902,-112.2473,32.9292,-112.5687,"Thunderstorms passed across the southwestern portion of Maricopa County during the evening hours on July 29th and they produced locally heavy rains in addition to gusty and damaging wind. The heavy rains led to areal flooding to the southwest of the greater Phoenix area starting shortly after midnight and persisting well into the morning hours on July 30th. Some of the most significant flooding occurred from Gila Bend eastward to the town of Maricopa and affected the community of Mobile as well as motorists on Highway 238. According to the Arizona Department of Highways, State Route 238 became closed at 0030MST between Gila Bend and Maricopa due to flooding and it remained closed well into the morning hours. An Areal Flood Warning was issued for the area beginning at 0113MST and it remained in effect through 1000MST.","Thunderstorms that passed across southwest Maricopa County during the evening hours on July 29th produced locally heavy rainfall in addition to very strong and damaging wind. The heavy rain led to areas of flooding which developed during the early morning hours on the 30th and persisted past sunrise. The most significant areal flooding occurred from Gila Bend eastward to the county line, affecting the town of Mobile and resulting in the closure of Highway 238. Areal Flood Warnings were issued for southwest Maricopa County starting at 0100MST and they remained in effect through 1000MST.",17
646619,MARICOPA CO.,PHOENIX FARM AERO AR,08/02/2016,2015,Flood,,,0,0,0,0,AZ,MST-7,,107928,C,13,PSR,0,0,Law Enforcement,Heavy Rain,,,3,NE,3,ENE,GLENDALE,08/02/2016,2315,33.4658,-112.133,33.5488,-112.134,"Thunderstorms with very heavy rainfall moved across the greater Phoenix metropolitan area during the evening hours on August 2nd and they especially impacted the Interstate 17 corridor north of central Phoenix. Intense rain was observed with peak rain rates in excess of 4 inches per hour at times; this initially led to flash flooding which was followed by areal flooding. A mesonet rain gage 5 miles north of central Phoenix, near the intersection of Interstate 17 and West Camelback road, measured 2.91 inches of rain ending at about 1900MST. This led to flash flooding and water rescues at the Indian School underpass and Interstate 17. The heavy rains then resulted in continued areal flooding along the Interstate 17 corridor and an Areal Flood Warning was issued at 2015MST which remained in effect through 2315MST. Local law enforcement reported the continued flooding along Interstate 17 at Indian School Road and this was the basis for the Areal Flood Warning.","Scattered to numerous showers and thunderstorms overspread much of south central Arizona during the afternoon and evening hours on August 2nd. Due to very moist and unstable conditions, the stronger thunderstorms that formed produced a variety of significant and severe weather, including damaging winds, large hail, very heavy rain, flooding and flash flooding. Public reports along with mesonet station readings indicated rainfall totals between three and four inches; the heavy rain led to road closures, flooding of underpasses and necessitated swift water rescues near the community of Cave Creek. Multiple Urban and Small Stream Advisories as well as Flood and Flash Flood Warnings were issued during the afternoon and evening hours. During the late afternoon, gusty thunderstorm outflow winds downed several power poles near Fountain Hills, and large hail was reported in central Phoenix.",18
647251,MARICOPA CO.,BUCKEYE,08/10/2016,2010,Flood,,,0,0,0,0,AZ,MST-7,,108031,C,13,PSR,0,0,Law Enforcement,Heavy Rain,,,3,SE,1,SW,PALO VERDE,08/10/2016,2245,33.3454,-112.5426,33.3391,-112.6799,"Thunderstorms with locally heavy rain developed across the greater Phoenix metropolitan area during the evening hours on August 10th and the heavier showers exhibited peak rain rates approaching 2 inches per hour. Some of the heavier showers occurred over the community of Buckeye which led to some flooding of roads across the town. At 2040MST the Buckeye Police Department reported that several roads in the area were closed due to flooding. Flash flooding did not occur. An Urban and Small Stream Flood Advisory was initially issued for the area, starting at 2011MST and it was upgraded to a Flood Warning at 2045MST. The Flood Warning expired at 2245MST.","Thunderstorms developed across portions of south central Arizona, including the greater Phoenix metropolitan area, during the evening hours on August 10th. Due to high levels of moisture and instability in the atmosphere, some of the storms produced very heavy rainfall with peak rain rates in excess of 2 inches per hour. The heavy rain led to episodes of flooding across portions of the central deserts, including the community of Buckeye. The flooding led to the closure of various roads, including highway 238 just to the northwest of Ak-Chin Village. Isolated thunderstorms also generated gusty and damaging outflow wind in excess of 50 mph which caused damage to trees and power poles in the town of Buckeye. The flooding led to the issuance of Urban and Small Stream Flood Advisories but no Flash Flood Warnings.",19
647265,MARICOPA CO.,CHANDLER HGTS,08/11/2016,700,Flood,,,0,0,0,0,AZ,MST-7,,108033,C,13,PSR,0,0,Law Enforcement,Heavy Rain,,,5,WSW,4,SE,OCOTILLO,08/11/2016,1200,33.1844,-111.7625,33.1838,-111.8024,"Thunderstorms with heavy rain developed over much of the greater Phoenix metropolitan area during the early morning hours on August 11th, and some of the heavier rains occurred over the east and southeast portions including communities such as Chandler, Gilbert and Queen Creek. The heavy rains led to episodes of urban street flooding which led to the closure of various roads. Urban and Small Stream Advisories were issued starting as early as 0400MST and eventually were upgraded to Areal Flood Warnings. At 0740MST, local law enforcement reported that the Hunt Highway was closed between Gilbert Road and Lindsey Road due to areal flooding. The Areal Flood Warning for the area was issued at 0726MST and remained in effect through 1200MST.","Scattered to numerous showers and thunderstorms developed across south central Arizona, including the greater Phoenix metropolitan area, during the early morning hours on August 11th. Some of the heavier rains began falling over the southeastern portion of the Phoenix area including communities such as Mesa, Chandler and Queen Creek as of 0400MST and required the issuance of Urban and Small Stream Flood Advisories. Rain continued into the morning hours and led to areal flooding of roads, streams and washes. Numerous roads became closed and extensive street flooding was observed. The Small Stream Flood Advisories were upgraded to Areal Flood Warnings; some of the most significant urban flooding occurred in the community of Mesa and the flooding persisted through the morning and into the early afternoon hours.",20
647255,MARICOPA CO.,BUCKHORN,08/11/2016,830,Flood,,,0,0,0,0,AZ,MST-7,,108033,C,13,PSR,0,0,Broadcast Media,Heavy Rain,,,3,WSW,3,W,BUCKHORN,08/11/2016,1345,33.4087,-111.7641,33.4223,-111.7637,"Thunderstorms with heavy rain started to develop during the early morning hours across the eastern portion of the greater Phoenix area, and the stronger storms produced locally heavy rainfall. Some of the heavier rains fell across the community of Mesa. The heavy rain led to widespread street flooding and then areal flooding of roads resulting in road closures. According to a broadcast media report, at 0845MST the intersection of Main Street and Val Vista Drive was completely inundated. This was about 4 miles west of East Mesa. An Areal Flood Warning was issued for the area at 0853MST and it remained in effect until 1335MST.","Scattered to numerous showers and thunderstorms developed across south central Arizona, including the greater Phoenix metropolitan area, during the early morning hours on August 11th. Some of the heavier rains began falling over the southeastern portion of the Phoenix area including communities such as Mesa, Chandler and Queen Creek as of 0400MST and required the issuance of Urban and Small Stream Flood Advisories. Rain continued into the morning hours and led to areal flooding of roads, streams and washes. Numerous roads became closed and extensive street flooding was observed. The Small Stream Flood Advisories were upgraded to Areal Flood Warnings; some of the most significant urban flooding occurred in the community of Mesa and the flooding persisted through the morning and into the early afternoon hours.",21
654475,MARICOPA CO.,MOBILE,09/07/2016,700,Flood,,,0,0,0,0,AZ,MST-7,,109277,C,13,PSR,0,0,Department of Highways,Heavy Rain,,,2,SE,3,NNE,MOBILE,09/07/2016,1100,33.0305,-112.2446,33.091,-112.2542,"Considerable amounts of tropical moisture associated with former Tropical Storm Newton moved into the central deserts during the morning hours on September 7th. The moisture led to widespread light to moderate showers along with embedded thunderstorms and this resulted in small stream flooding to the southwest of the greater Phoenix metropolitan area. According to the Department of Highways, flooding forced the closure of Highway 238 east of Gila Bend and about 4 miles northeast of the town of Mobile. The closure, which affected the area between mileposts 24 and 44, started at 0930MST. No flash flooding was observed in the area.","Deep tropical moisture spread northward and across the central deserts of Arizona during the morning hours on September 7th; the moisture was remnants of dissipating Tropical Storm Newton. The moisture resulted in widespread moderate rainfall across much of southwest Maricopa County which began in the early morning and continued well into the day. Embedded thunderstorms caused locally heavier rainfall amounts that led to episodes of urban and small stream flooding to the southwest of the greater Phoenix area. Flash flooding did not occur, but rainfall was heavy enough to warrant the closure of Highway 238 near Mobile and to the east of Gila Bend during the middle of the morning.",22
708275,MARICOPA CO.,CHANDLER HGTS,07/11/2017,300,Flood,,,0,0,0,0,AZ,MST-7,,117831,C,13,PSR,0,0,Broadcast Media,Heavy Rain,,,1,NNW,1,NNE,CHANDLER HGTS,07/11/2017,800,33.2353,-111.6853,33.2351,-111.6744,"Scattered thunderstorms produced locally heavy rain across the southeast portion of the greater Phoenix area during the evening hours on July 10th. The heavy rain affected communities such as Queen Creek. Residual runoff from the storms eventually led to an episode of areal flooding in portions of Queen Creek during the morning hours on July 11th.  According to local broadcast media, at 0630MST the Via Del Jardin Road was reported as being closed due to flooding at the Sonoqui Wash. This was approximately 2 miles west of Queen Creek.","Scattered thunderstorms, some with heavy rain, developed over the east and southeast portions of the greater Phoenix area during the evening hours on July 10th. Locally heavy rain fell in the communities of Queen Creek, Mesa and Apache Junction and multiple Small Stream Flood Advisories were issued as a result of the heavy rain. Flash Flood Warnings were not issued however. Residual rainfall led to areal flooding of washes and roads in the Queen Creek area which occurred during the morning hours on July 11th. The flooding led to some road closures; at 0630MST Via Del Jardin Road was closed at the Sonoqui Wash approximately 2 miles west of Queen Creek.",23
709833,MARICOPA CO.,DESERT SANDS,07/24/2017,1300,Flood,,,0,0,0,0,AZ,MST-7,,118105,C,13,PSR,0,0,Law Enforcement,Heavy Rain,,,3,SSE,2,ESE,DESERT SANDS,07/24/2017,1600,33.3616,-111.6431,33.3916,-111.6403,"Thunderstorms with heavy rain developed across the eastern portion of the greater Phoenix area during the morning hours on July 24th, affecting communities such as Mesa and Apache Junction. Peak rain rates with the stronger storms reached 2 inches per hour and this resulted in episodes of morning flash flooding. After the initial flash flood producing rains subsided, there was significant water remaining which resulted in lingering flooding over portions of Mesa. According to local law enforcement, at 1430MST multiple lanes of an intersection were closed due to high water, approximately 5 miles southeast of East Mesa. Areal flood warnings were not in effect at the time.","Scattered to numerous showers and thunderstorms developed across much of south-central Arizona, including the greater Phoenix metropolitan area, during the morning hours on July 24th. Many of the storms produced locally heavy rainfall with peak rain rates in excess of two inches per hour, and this led to episodes of flooding and flash flooding across the lower deserts. At 0938MST a mesonet weather station 5 miles west of the Ahwatukee Foothills measured 2.09 inches of rain within one hour. Flash flooding occurred in Apache Junction; the Weekes wash experienced flash flooding due to very high flow, and a live swift water rescue occurred at 0917MST about 1 mile southwest of Apache Junction. Flash flooding in Sacaton partially submerged a truck and washed away several palm trees. Flooding persisted into the early afternoon hours across the east and southeast portions of the Phoenix area; at about 1400MST many roads near Santan were flooded and closed and shortly afterwards, multiple lanes of an intersection were closed due to flooding 5 miles east of East Mesa. Flash Flooding also occurred over far west Phoenix in the towns of Tonopah and Wintersburg; washes  such as the Delaney Wash were impassable due to high water shortly after noon.",24
713400,MARICOPA CO.,MOBILE,08/13/2017,800,Flood,,,0,0,0,0,AZ,MST-7,,118756,C,13,PSR,0,0,Department of Highways,Heavy Rain,,,3,SE,3,SSW,ESTRELLA,08/13/2017,1200,33.0168,-112.235,32.9604,-112.4382,"Thunderstorms developed over the southern portion of the greater Phoenix area during the early morning hours on August 13th and some of them produced locally heavy rains along highway 238 running from the town of Maricopa westwards towards Gila Bend. There are many washes that cross the highway and even modest amounts of heavy rain cause them to flow swiftly and across the highway, forcing temporary closure of the road. The heavier rains ended by around 0300MST but flooding issues lingering through the mid morning hours. According to the department of highways, at 0915MST highway 238 was closed in the vicinity of the town of Mobile. The portions closed included from milepost 1 to 7 and from 32 to 40. A Flood Advisory for the area had ended many hours earlier in the morning.","Scattered to numerous thunderstorms developed across the greater Phoenix area during the morning hours on August 13th and they produced locally heavy rainfall which led to a number of flash flooding episodes that affected communities such as Surprise, Glendale and Tempe. Intense rainfall with peak rain rates over one inch per hour was more than sufficient to produce flash flooding in Phoenix, especially given the urban nature of the surface which is largely ground covered by impermeable concrete and asphalt. The flash flooding led to a number of road closures and resulted in a number of water rescues including one at Interstate 10 and Ray Road and another at Interstate 10 and 75th Avenue in downtown Phoenix. Multiple Flash Flood Warnings were issued and fortunately there were no injuries reported due to the flooding.",25
781152,MARICOPA CO.,SUNNYSLOPE,10/02/2018,1015,Flood,,,0,0,20000,0,AZ,MST-7,,130368,C,13,PSR,0,0,Newspaper,Heavy Rain / Tropical System,,,3,WNW,4,WNW,SUNNYSLOPE,10/02/2018,1700,33.5972,-112.1346,33.6035,-112.1346,"Copious amounts of tropical moisture spread north and into the greater Phoenix area during the morning hours on October 2nd; the moisture was associated with former hurricane Rosa. The moisture resulted in the development of widespread moderate to heavy showers which persisted into the afternoon hours, and affected the central portion of the Phoenix area including the community of Glendale. Heavy rains led to episodes of flash flooding and flooding, causing many road closures and resulting in some street damage. According to a report from a local newspaper, at 1435MST a sink hole developed at the intersection of 35th Avenue and Cactus Roads, about 5 miles northeast of Glendale. The sinkhole was caused by flash flooding that occurred earlier in the day and resulted in the intersection becoming closed. A Flood Warning had been issued earlier in the morning for the area, but the warning expired shortly before the sinkhole was reported by the paper.","Copious amounts of tropical moisture spread north and into the south-central deserts during the morning hours on October 2nd; the moisture was associated with the remnants of former hurricane Rosa. The deep moisture led to widespread moderate to heavy showers which impacted the entire greater Phoenix metropolitan area during the entire day. Many locations picked up from 1 to 3 inches of rain mainly during the morning hours, and the intense rain resulted in numerous episodes of flash flooding which affected communities such as Guadalupe, Glendale, Scottsdale, Fountain Hills, Deer Valley, Sun City and downtown Phoenix. Much of the flash flooding involved road closures, but there were reports of swift water rescues as well. A sink hole was reported  in the early afternoon at the intersection of 35th Avenue and Cactus Road northeast of Glendale, and local broadcast media reported that the Desert Horizon Elementary School was closed due to severe flooding at about 0800MST. The school is located near 83rd Avenue and Indian School Road. Multiple Flash Flood Warnings were issued during the day and fortunately few if any accidents or injuries were reported across the Phoenix area.",26
